Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8
LOC401397,29,341,1642,451,713,654,684,273
LOC401557,0,1,47,20,15,24,37,9
LOC402160,35,91,497,323,282,228,321,116
LOC402470,0,0,2,0,0,1,0,1
LOC407835,0,0,0,0,0,0,0,0
LOC439994,42,554,1711,623,858,671,660,272
LOC440028,0,0,3,1,0,0,0,0
LOC440040,0,0,0,4,0,2,3,0
LOC440061,0,1,7,0,0,1,2,2
LOC440173,6,5,43,28,18,18,31,3
LOC440243,0,0,0,0,0,0,0,0
LOC440295,1,16,53,17,14,25,30,12
LOC440300,2,3,65,22,24,19,62,6
LOC440311,525,2031,8856,5374,4619,3299,5732,856
LOC440335,25,243,1863,530,1189,506,1155,118
LOC440354,404,2002,8790,3093,4380,4987,4450,2376
LOC440434,69,263,2014,1174,921,757,1099,453
LOC440461,303,260,747,830,389,449,337,215
LOC440563,4,3,80,66,40,36,50,15
LOC440600,161,527,2627,1370,1391,1175,1500,529
LOC440700,797,3272,9455,4629,6372,10974,7451,6066
LOC440704,0,2,37,27,18,26,51,26
LOC440894,0,3,10,18,0,5,7,4
LOC440896,0,0,4,10,3,6,8,3
LOC440900,0,0,0,3,0,0,0,1
LOC440905,0,0,0,22,0,0,0,0
LOC440910,0,0,1,4,0,1,3,2
LOC440925,15,15,23,31,10,42,28,31
LOC440934,0,0,0,0,0,0,2,0
LOC440970,306,691,4615,2243,2846,5034,4316,2352
LOC441009,300,2640,5996,2081,3512,7799,5456,3836
LOC441081,0,0,0,0,0,0,1,0
LOC441155,0,0,0,1,1,1,0,3
LOC441178,0,0,5,1,1,7,2,0
LOC441204,0,0,4,0,1,2,2,1
LOC441242,363,511,2090,1670,1828,1910,2030,798
LOC441426,0,0,1,2,0,3,4,1
LOC441454,0,0,0,5,0,0,1,0
LOC441455,0,0,0,10,0,1,0,0
LOC441461,0,0,0,1,0,0,0,0
LOC441493,72,287,3608,2364,2085,301,1672,74
LOC441601,0,0,0,0,0,1,1,1
LOC441666,0,0,0,7,0,0,1,0
LOC442028,0,0,0,0,0,0,0,0
LOC442132,0,0,1,10,0,1,2,2
LOC442497,0,0,0,0,0,0,0,2
LOC493754,460,3045,5332,2636,3055,4931,4480,2295
LOC494127,0,0,1,0,2,3,4,0
LOC494141,0,0,0,1,0,0,0,0
LOC494150,404,1305,7563,3584,3813,2223,5386,967
LOC51326,0,1,36,6,10,12,53,1
LOC541467,220,820,1842,779,1004,2370,1242,1401
LOC541471,202,1150,5667,2240,2928,3418,3422,1621
LOC541473,0,0,0,0,1,0,0,0
LOC550112,0,1,10,4,3,10,10,1
LOC550113,0,0,4,17,3,4,4,2
LOC550643,0,0,0,1,1,0,1,0
LOC553103,11,85,289,102,109,135,179,64
LOC554206,7,11,74,49,48,47,47,17
LOC554223,3257,10190,26640,15689,17040,20395,17090,9586
LOC554249,216,638,3724,2367,1589,1877,2096,835
LOC574538,4,10,28,37,23,18,30,6
LOC595101,0,0,0,3,0,0,1,0
LOC606724,50,653,2885,1163,1648,1840,1616,755
LOC613037,1,14,73,92,22,62,57,23
LOC613038,0,0,0,0,0,0,0,0
LOC619207,2,40,338,171,156,46,320,22
LOC641367,0,5,37,7,18,16,24,5
LOC641515,0,0,0,0,0,0,0,0
LOC641746,0,0,0,0,0,0,0,0
LOC642236,0,0,1,0,1,0,1,2
LOC642361,0,0,1,1,0,0,0,0
LOC642366,0,0,0,1,0,0,0,0
LOC642423,0,0,0,0,0,0,0,0
LOC642426,1,2,3,3,0,33,0,30
LOC642776,0,0,2,0,0,0,0,2
LOC642778,6,109,1638,799,1215,355,1049,202
LOC642846,190,1928,17257,5557,9898,4923,10070,2524
LOC642852,0,2,15,5,7,10,13,4
LOC642929,0,18,294,41,73,69,123,40
LOC643037,263,2451,1236,404,668,2160,629,1166
LOC643201,0,0,4,0,1,3,1,3
LOC643339,606,2952,2720,1791,1517,3718,1364,1861
LOC643355,0,0,0,0,0,0,0,0
LOC643387,0,1,14,4,6,1,8,1
LOC643401,0,1,0,0,1,0,0,0
LOC643406,0,0,4,7,4,4,5,3
LOC643486,0,0,1,0,0,0,0,0
LOC643623,0,0,0,0,0,2,2,0
LOC643669,676,5108,1838,529,968,13234,752,6680
LOC643699,0,0,0,0,0,2,0,2
LOC643711,0,1,5,6,0,8,0,11
LOC643733,0,0,0,1,0,0,0,0
LOC643770,57,115,51,40,14,279,20,129
LOC643802,1,28,16,11,6,40,17,25
LOC643837,23,126,59,23,22,230,29,126
LOC643923,0,9,6,5,2,33,4,9
LOC644145,0,2,0,0,0,6,1,7
LOC644172,26,189,50,35,15,484,20,224
LOC644215,3,10,8,3,4,71,7,41
LOC644617,23,36,20,30,9,74,13,32
LOC644649,0,2,5,16,0,2,1,3
LOC644656,0,1,0,0,0,0,0,0
LOC644669,0,0,2,0,1,0,0,2
LOC644936,0,0,0,0,0,0,0,0
LOC644961,0,0,0,0,0,0,1,0
LOC645166,0,0,0,0,0,0,0,0
LOC645249,0,0,0,0,0,0,0,0
LOC645513,2,8,190,59,47,116,45,104
LOC645638,2,12,57,21,19,246,18,175
LOC645752,0,1,7,1,1,1,1,0
LOC645895,0,7,2,0,0,16,0,4
LOC646214,0,0,0,8,1,100,0,1
LOC646278,0,0,0,0,0,1,0,0
LOC646329,0,3,3,5,0,9,1,1
LOC646471,0,0,0,0,0,0,0,0
LOC646626,0,0,0,0,0,0,0,0
LOC646719,0,0,0,0,0,0,0,0
LOC646743,0,0,0,3,0,0,0,0
LOC646762,0,0,0,0,0,3,1,1
LOC646813,0,0,0,0,0,0,0,0
LOC646862,0,1,0,0,0,1,0,0
LOC646903,0,0,0,0,0,0,0,0
LOC646938,0,0,0,0,0,0,0,0
LOC646999,0,0,0,1,0,2,4,2
LOC647264,0,0,0,0,0,0,0,0
LOC647323,0,0,0,1,0,0,0,0
LOC647859,1,0,1,0,1,8,0,1
LOC648691,0,0,0,0,0,0,0,0
LOC648987,0,0,0,0,0,0,0,0
LOC649330,0,0,0,0,0,1,0,0
LOC649352,0,0,0,5,0,0,1,0
LOC649395,0,1,0,0,0,0,1,0
LOC650226,0,5,3,3,2,1,1,0
LOC650293,0,0,0,0,0,0,0,0
LOC650368,0,0,0,0,0,0,0,0
LOC652276,0,0,0,6,2,1,0,0
LOC653160,0,0,0,10,0,1,1,0
LOC653501,30135,153962,405379,204311,204261,386277,166878,137997
LOC653513,1,7,121,35,30,34,54,23
LOC653653,3934,18481,76038,38710,38339,56568,29856,19195
LOC653712,0,0,0,0,0,0,0,0
LOC653739,1867,12043,44748,23624,30333,22076,34210,9103
LOC653786,0,2,11,32,10,9,14,6
LOC654342,18,67,769,191,317,219,665,117
LOC654433,20,226,1069,294,597,364,626,206
LOC654841,0,0,0,0,0,0,0,0
LOC727677,233,1504,5149,2070,3034,4680,2989,2475
LOC727751,0,8,3,5,2,39,0,15
LOC727896,0,0,2,12,2,0,1,0
LOC727924,0,0,0,0,0,0,0,0
LOC728024,0,0,0,0,0,0,0,0
LOC728084,7,4,17,16,9,57,14,19
LOC728175,5,7,10,13,10,8,13,8
LOC728323,6,70,1220,296,311,465,1140,294
LOC728342,0,0,0,0,0,0,2,0
LOC728392,102,589,4128,1662,2321,1975,3028,824
LOC728407,0,16,7,3,1,10,6,6
LOC728431,112,474,2085,756,1109,1123,848,606
LOC728537,90,570,2105,1253,1076,1442,860,733
LOC728554,36,378,4088,1187,1333,637,1706,168
LOC728606,4075,3750,15574,18938,7467,7829,8970,3022
LOC728613,0,1,43,49,14,12,26,13
LOC728730,218,575,2727,2038,1371,959,1001,413
LOC728739,102,628,5824,3037,2649,2377,2590,1151
LOC728743,0,0,0,2,0,1,0,0
LOC728752,319,2671,10952,3254,5273,6696,8124,3126
LOC728819,0,1,1,3,0,0,1,2
LOC728875,1006,3049,12190,7405,6322,5361,4790,2691
LOC728989,0,0,0,0,0,0,0,0
LOC729020,837,2268,14701,9905,6880,4757,6195,2232
LOC729041,0,0,1,0,1,5,3,2
LOC729059,5,70,201,50,75,123,150,71
LOC729080,1,1,20,12,13,4,5,6
LOC729176,195,333,2647,2018,1263,951,1240,433
LOC729444,0,0,5,1,2,2,5,1
LOC729603,0,0,0,0,0,0,0,0
LOC729609,73,224,1770,632,1008,780,986,387
LOC729683,0,0,0,0,0,1,4,0
LOC729732,0,0,1,18,0,1,3,0
LOC729737,1432,2415,21057,17382,10845,4146,8705,1454
LOC729739,0,0,1,0,0,0,0,0
LOC729852,308,2982,8341,2600,3444,6673,4898,3606
LOC729930,0,0,0,0,0,0,0,0
LOC729950,0,0,0,6,0,0,0,0
LOC729966,0,0,0,0,0,0,0,0
LOC729970,0,0,0,0,0,0,0,0
LOC729987,0,0,0,1,2,0,0,0
LOC730101,0,0,0,0,9,0,0,0
LOC730102,0,0,1,22,7,1,0,0
LOC730159,0,0,0,0,0,0,0,0
LOC730183,0,0,0,0,0,0,0,0
LOC730227,0,0,0,0,0,0,0,0
LOC730668,0,0,0,0,0,0,0,0
LOC731223,0,0,0,60,4,2,2,0
LOC731275,0,0,1,1,0,1,0,0
LOC731424,0,0,0,29,4,0,0,0
LOC731779,0,0,0,0,0,0,0,0
LOC79015,0,1,0,72,5,5,1,1
LOC80154,0,0,0,0,0,0,0,0
LOC81691,0,0,1,1,0,1,2,0
LOC84931,0,0,0,11,0,4,0,1
LOC90246,0,0,0,0,0,1,0,0
LOC90784,0,0,2,27,3,4,0,0
LOC90834,0,0,0,0,1,0,0,0
LOC90925,0,0,0,0,0,0,0,0
LOC91450,0,0,0,0,0,0,0,0
LOC92249,0,0,0,4,0,0,0,0
LOC93432,0,0,0,0,0,0,0,0
LOC93622,0,0,7,1,9,3,7,1
LOC96610,0,0,1,1,0,2,2,2
LOH11CR1I,0,0,0,6,0,0,0,0
LOH12CR1,0,0,1,0,0,1,1,0
LOH12CR2,0,0,0,0,0,0,0,0
LONP1,0,1,1,8,1,3,7,2
LONP2,0,0,0,0,0,2,8,0
LONRF1,0,0,0,0,0,2,2,1
LONRF2,0,0,4,0,2,0,0,1
LONRF3,239,461,1683,1515,805,958,808,409
LOR,207,1321,13787,3122,7204,4785,8435,1925
LOX,0,0,0,0,0,0,0,0
LOXHD1,0,0,0,1,0,0,1,1
LOXL1,3,3,37,24,21,11,20,10
LOXL1-AS1,0,0,11,4,3,7,22,5
LOXL2,4104,12636,166140,81089,85455,47226,77366,17123
LOXL3,4,14,50,41,7,20,6,4
LOXL4,2014,4994,19850,13299,13020,11372,12006,4946
LPA,0,0,0,7,0,0,0,0
LPAL2,0,0,5,1,0,4,7,2
LPAR1,0,0,4,3,2,1,1,2
LPAR2,0,0,0,0,0,0,0,0
LPAR3,0,0,0,7,0,0,0,0
LPAR4,0,0,0,0,0,2,0,0
LPAR5,54,193,529,369,185,135,164,52
LPAR6,0,3,2,49,7,13,2,1
LPCAT1,0,0,0,0,0,1,0,0
LPCAT2,0,0,2,18,0,0,0,0
LPCAT3,0,12,152,123,64,22,86,9
LPCAT4,0,0,0,0,0,0,0,0
LPGAT1,0,0,16,27,4,4,6,0
LPHN1,2,5,57,47,28,8,39,3
LPHN2,0,0,0,0,0,0,0,0
LPHN3,0,0,0,0,0,0,0,0
LPIN1,0,0,0,25,0,0,0,0
LPIN2,0,0,0,0,0,0,0,0
LPIN3,0,0,3,3,0,4,2,2
LPL,0,0,0,0,0,0,0,0
LPO,0,0,0,9,0,0,0,0
LPP,0,0,0,1,0,0,0,0
LPP-AS2,0,0,0,0,0,0,0,0
LPPR1,0,0,0,0,0,0,0,0
LPPR2,0,0,1,0,0,0,2,0
LPPR3,0,0,0,0,0,0,0,0
LPPR4,0,0,0,0,0,0,0,0
LPPR5,0,0,0,0,0,0,0,0
LPXN,0,0,0,0,0,0,0,0
LRAT,0,0,0,0,0,0,0,0
LRBA,0,0,0,0,0,0,0,0
LRCH1,0,0,0,2,0,0,0,0
LRCH2,0,0,0,0,0,0,0,0
LRCH3,0,0,0,0,0,0,0,0
LRCH4,0,0,0,0,0,0,0,0
LRFN1,0,0,0,0,0,0,0,0
LRFN2,0,0,0,1,0,0,0,0
LRFN3,0,0,0,0,0,0,0,0
LRFN4,0,0,0,5,0,0,0,0
LRFN5,0,0,0,0,0,0,0,0
LRG1,0,0,0,0,0,0,0,0
LRGUK,0,0,0,1,0,0,0,0
LRIF1,1,10,98,10,33,27,59,19
LRIG1,0,0,0,2,0,1,0,0
LRIG2,0,0,0,5,0,2,1,0
LRIG3,1,0,0,1,0,0,0,0
LRIT1,0,0,0,0,0,0,0,0
LRIT2,0,0,1,0,0,0,0,0
LRIT3,0,0,0,0,0,0,0,0
LRMP,0,0,0,0,0,0,0,0
LRP1,0,0,0,0,0,0,0,0
LRP10,0,0,0,0,0,0,0,0
LRP11,0,0,0,0,0,0,0,0
LRP12,0,0,0,0,0,0,0,0
LRP1B,0,0,0,18,0,0,0,0
LRP2,0,0,0,2,0,0,1,0
LRP2BP,2,2,3,4,2,1,4,1
LRP3,0,0,0,0,0,0,0,0
LRP4,76,432,1908,1173,1134,1105,991,493
LRP4-AS1,10,356,956,227,401,498,546,256
LRP5,0,12,65,18,31,23,41,11
LRP5L,70,89,389,360,183,108,128,59
LRP6,4,50,106,52,59,43,87,34
LRP8,11895,24852,54907,45059,30583,57212,26155,26207
LRPAP1,24,70,295,236,226,234,263,151
LRPPRC,2,0,8,17,5,5,3,2
LRR1,0,1,0,0,0,2,3,1
LRRC1,139,538,607,358,375,542,468,221
LRRC10,0,0,17,22,9,18,23,5
LRRC10B,0,0,1,0,2,0,3,1
LRRC14,0,1,27,5,10,25,37,13
LRRC14B,103,263,741,618,388,695,357,335
LRRC15,47,419,1504,643,828,1067,1013,613
LRRC16A,11,115,1146,196,370,313,617,171
LRRC16B,0,1,1,0,0,12,1,1
LRRC17,0,0,0,7,0,0,0,0
LRRC18,0,0,0,0,0,0,0,0
LRRC19,0,0,0,0,0,0,0,0
LRRC2,0,1,3,2,1,0,1,0
LRRC2-AS1,358,833,4003,2713,2271,2340,1969,1098
LRRC20,59,673,1313,299,582,2207,743,1226
LRRC23,0,2,9,5,3,1,8,0
LRRC24,28,107,283,145,155,144,180,79
LRRC25,143,394,3026,1551,1620,1186,1645,444
LRRC26,0,0,0,0,0,0,0,0
LRRC27,1090,5039,11875,4530,7304,9378,7643,4390
LRRC28,2,6,26,6,12,15,17,5
LRRC29,88,338,2886,1512,1276,1015,1345,471
LRRC3,10,137,913,196,400,473,551,266
LRRC3-AS1,0,0,27,0,5,11,13,3
LRRC30,0,0,7,2,2,2,3,1
LRRC31,3709,4849,33357,35564,15885,8717,13465,3370
LRRC32,449,5324,41984,14539,23638,13120,27695,5359
LRRC33,0,0,0,0,0,0,0,0
LRRC34,446,1259,16067,9870,8249,5360,7160,2308
LRRC36,0,0,0,0,0,0,0,0
LRRC37,11045,11097,56783,65549,35950,27879,44952,11598
LRRc37A,7,37,363,229,156,139,204,104
LRRC37A11P,0,0,2,3,0,0,0,1
LRRC37A2,0,1,10,1,1,11,17,10
LRRC37A3,0,0,5,13,8,7,6,1
LRRC37A4P,237,480,1619,1201,862,601,903,241
LRRC37A5P,8620,9765,28119,30533,14319,17496,10972,7799
LRRC37A6P,3,2,92,28,62,38,62,34
LRRC37B,158,1463,10308,2413,4578,3918,5631,2044
LRRC37BP1,753,1665,4910,3349,2663,3185,3033,1386
LRRC38,641,1472,9201,6413,4686,4040,4058,1854
LRRC39,76,1504,11129,6392,6254,1392,6284,649
LRRC3B,75,1385,4909,982,1893,5675,2853,3261
LRRC3C,20,61,194,86,93,246,150,163
LRRC4,0,0,2,0,0,0,0,0
LRRC40,707,2953,21358,8098,10778,9705,9498,4173
LRRC41,0,0,0,0,0,0,0,0
LRRC42,0,0,37,2,9,22,29,7
LRRC43,0,2,41,19,25,14,27,5
LRRC45,11,22,339,197,170,216,336,122
LRRC46,45,604,9016,1708,2607,2722,5586,1387
LRRC47,3,22,49,30,19,225,35,107
LRRC48,87,478,2593,747,1166,2329,1580,1794
LRRC49,0,0,4,3,1,4,4,7
LRRC4B,0,1,4,21,1,5,6,0
LRRC4C,0,0,0,0,0,0,0,0
LRRC55,0,0,0,25,0,0,0,0
LRRC56,0,0,12,2,4,2,2,0
LRRC57,0,0,3,0,1,0,4,0
LRRC58,65,466,7176,2268,3031,2017,3622,778
LRRC59,0,2,24,88,19,12,9,7
LRRC6,67,123,1170,893,511,480,749,230
LRRC61,3,19,43,19,18,26,35,20
LRRC63,4,5,79,41,69,62,102,41
LRRC66,233,993,1945,585,1280,2534,1015,1130
LRRC69,0,0,1,1,0,2,3,1
LRRC7,434,5644,15605,3808,7542,11221,10984,6157
LRRC70,5824,16271,70165,46431,40619,37579,41150,16273
LRRC71,0,1,4,0,1,7,21,6
LRRC73,5484,11673,46194,35330,31615,29549,29900,13195
LRRC8A,0,0,16,6,4,12,26,5
LRRC8B,5931,11423,78440,50777,50897,26680,49279,10491
LRRC8C,83,117,1647,1331,1044,435,1141,136
LRRC8D,0,15,131,94,60,17,60,3
LRRC8E,1,0,2,12,0,2,2,0
LRRC9,0,0,0,0,0,0,0,0
LRRCC1,0,0,0,0,0,0,0,0
LRRD1,0,0,0,0,0,0,0,0
LRRFIP1,0,1,1,1,1,0,0,3
LRRFIP2,0,0,0,0,0,0,0,0
LRRIQ1,18,61,318,197,126,119,156,64
LRRIQ3,0,0,31,13,25,3,22,1
LRRIQ4,0,0,2,0,0,0,4,0
LRRK1,0,0,0,0,1,0,2,0
LRRK2,0,0,0,0,1,2,2,0
LRRN1,21,153,1358,412,716,673,1014,351
LRRN2,1,0,22,15,11,3,63,3
LRRN3,10,289,5676,2230,3227,604,4625,200
LRRN4,73,593,3109,996,1559,1517,2736,493
LRRN4CL,103,696,416,187,233,1002,298,519
LRRTM1,552,4340,33104,10565,13914,16138,18260,9383
LRRTM2,123,13260,17011,3693,7345,5888,9097,3973
LRRTM3,0,2,5,6,2,1,2,1
LRRTM4,0,0,0,0,0,0,0,0
LRSAM1,1,26,53,25,15,8,16,2
LRTM1,979,5753,26738,17974,14559,8078,12125,3122
LRTM2,0,0,1,0,3,1,1,0
LRTOMT,20,110,276,234,161,66,123,35
LRWD1,0,7,67,31,24,57,56,34
LSAMP,0,0,0,0,0,0,0,0
LSG1,95,316,2918,841,1723,1447,2233,790
LSM1,0,0,0,1,0,0,0,0
LSM10,0,2,4,11,1,2,11,0
LSM11,1,0,17,0,3,5,10,9
LSM12,14,47,44,60,28,62,26,30
LSM14A,2,9,7,16,1,12,2,4
LSM14B,2,1,10,5,5,8,3,1
LSM2,1269,7646,14812,9591,7447,11717,8137,4898
LSM3,0,0,0,0,0,0,0,0
LSM4,847,1584,1314,969,791,1792,868,841
LSM5,0,5,26,0,7,34,36,24
LSM6,210,1524,7207,1455,3058,2405,3185,1486
LSM7,1408,4444,11328,8404,5901,7762,5345,3251
LSMD1,2,28,36,48,11,73,20,41
LSMEM1,401,2239,5003,1661,2495,5999,2590,3196
LSMEM2,0,2,2,0,3,5,3,5
LSP1,0,0,2,20,0,3,1,2
LSP1P3,0,0,0,0,0,0,0,0
LSR,0,0,0,0,0,0,0,0
LSS,7,60,48,13,31,70,19,43
LST1,0,0,0,0,0,0,0,0
LTA,513,7950,22928,10685,15085,13148,13962,6750
LTA4H,0,0,0,0,0,0,0,0
LTB,10,7,40,58,22,27,18,10
LTB4R,0,0,1,2,1,4,3,0
LTB4R2,648,782,2945,2723,2066,2135,2036,1095
LTBP1,445,830,7319,6748,4086,2476,3852,1004
LTBP2,44,142,1317,622,605,466,744,174
LTBP3,13,28,229,210,96,172,91,58
LTBP4,42,119,1396,1000,761,700,766,338
LTBR,13,32,394,159,190,158,266,116
LTC4S,0,0,0,0,0,0,0,0
LTF,0,0,2,0,2,1,3,1
LTK,127,270,2424,1856,1268,740,1087,320
LTN1,3,41,301,124,128,190,230,91
LTV1,1,7,58,24,30,55,47,24
LUC7L,0,0,0,0,0,0,0,0
LUC7L2,0,3,9,33,1,8,1,4
LUC7L3,622,4068,15011,5000,8668,9310,10918,4368
LURAP1,0,0,1,0,3,2,2,1
LURAP1L,1,1,33,10,10,4,17,5
LUST,0,1,16,26,13,5,15,1
LUZP1,0,0,2,0,0,0,0,0
LUZP2,17,18,74,80,46,31,39,10
LUZP4,62,57,445,324,254,169,287,67
LUZP6,0,0,0,0,0,0,0,0
LXN,0,0,0,0,0,0,0,0
LY6D,0,0,0,0,0,0,0,0
LY6E,0,0,0,0,0,0,0,0
LY6G5B,0,0,1,25,0,1,0,0
LY6G5C,0,0,0,1,0,0,0,0
LY6G6C,0,0,0,0,0,0,0,0
LY6G6D,0,0,0,0,0,0,0,0
LY6G6E,0,0,0,5,0,0,1,0
LY6G6F,0,0,0,18,0,0,0,0
LY6H,45,307,2785,1347,1377,1124,2384,486
LY6K,6,23,34,22,27,15,24,2
LY75,0,0,0,0,0,0,0,0
LY75-CD302,0,0,0,0,0,0,0,0
LY86,0,0,0,0,0,0,0,0
LY86-AS1,0,0,0,0,0,0,0,0
LY9,0,0,0,13,0,0,0,0
LY96,0,0,0,0,0,0,0,0
LYAR,0,0,0,0,0,0,0,0
LYG1,0,0,0,0,0,0,0,0
LYG2,0,0,0,6,0,0,0,0
LYL1,0,0,1,23,1,3,1,0
LYN,0,0,0,0,0,0,0,0
LYNX1,0,0,0,0,0,1,0,0
LYPD1,0,0,0,8,0,4,0,0
LYPD2,0,0,0,0,0,0,0,0
LYPD3,0,0,0,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0
LYPD5,0,0,0,0,0,0,0,0
LYPD6,0,0,0,0,0,0,0,0
LYPD6B,0,0,0,0,0,0,0,0
LYPD8,4,5,64,70,36,18,46,9
LYPLA1,0,0,0,0,0,0,0,0
LYPLA2,0,0,0,0,0,1,2,0
LYPLAL1,11,4,27,42,20,16,22,2
LYRM1,0,0,0,2,0,0,0,0
LYRM2,0,0,2,0,1,2,1,0
LYRM4,399,618,3644,2151,1970,3954,3590,1966
LYRM5,0,0,0,0,0,0,0,0
LYRM7,2,0,5,0,1,5,3,3
LYRM9,0,0,0,0,0,0,1,0
LYSMD1,93,565,2418,970,1235,2372,2699,1119
LYSMD2,0,0,3,6,0,0,2,2
LYSMD3,0,0,0,0,0,0,0,0
LYSMD4,1,6,85,25,27,37,26,18
LYST,0,1,182,65,52,123,174,59
LYVE1,0,0,0,0,0,0,0,2
LYZ,0,3,68,37,19,22,60,13
LYZL1,300,1081,5678,2380,3431,4387,4271,2214
LYZL2,0,0,1,10,3,5,0,2
LYZL4,0,0,2,0,2,2,1,0
LYZL6,0,0,2,1,0,0,1,0
LZIC,0,0,0,0,0,0,0,0
LZTFL1,0,0,2,0,0,0,1,0
LZTR1,160,101,780,645,500,345,597,132
LZTS1,0,1,0,1,0,0,0,0
LZTS2,0,0,0,0,0,0,0,0
LZTS3,0,0,0,0,0,0,0,0
M1AP,0,0,0,0,0,0,0,0
M37726,0,0,0,0,0,0,0,0
M55536,0,0,1,4,0,0,0,1
M6PR,0,0,0,0,0,0,0,0
MAATS1,0,0,0,0,0,0,0,0
MAB21L2,0,0,0,0,0,0,1,0
MAB21L3,0,0,1,4,0,2,1,0
MACC1,0,2,16,5,8,3,20,3
MACF1,0,0,0,4,0,0,0,0
MACROD1,0,0,3,1,0,0,1,0
MACROD2,0,0,0,0,0,0,0,0
MAD1L1,39,92,1400,892,761,544,1321,246
MAD2L1,0,0,0,3,0,0,1,0
MAD2L1BP,3,8,38,23,41,26,46,15
MAD2L2,0,0,0,1,0,0,0,0
MADCAM1,34,159,960,342,419,818,637,383
MADD,0,0,4,3,0,3,1,0
MAEA,0,0,0,22,0,0,1,0
MAEL,0,0,0,0,0,0,0,0
MAF,0,0,0,5,1,1,1,0
MAF1,0,0,1,0,0,0,0,0
MAFA,0,0,0,0,1,0,2,0
MAFB,0,0,0,0,0,0,0,0
MAFF,50,194,1287,623,753,493,969,283
MAFG,0,0,0,0,0,0,0,0
MAFG-AS1,10,14,8,14,1,13,9,5
MAFK,0,0,0,15,0,0,1,0
MAG,0,0,2,19,0,1,2,0
MAGEA1,0,0,0,0,0,0,0,0
MAGEA10,1,3,2,1,4,10,5,9
MAGEA11,0,0,0,0,0,0,0,0
MAGEA12,1841,6047,16129,9522,10168,12017,14927,4678
MAGEA2,0,0,14,14,6,22,30,6
MAGEA3,0,2,8,3,2,3,6,3
MAGEA4,256,704,3213,1764,1985,3252,2533,1602
MAGEA5,0,0,0,0,0,0,0,0
MAGEA6,0,0,0,5,0,0,0,0
MAGEA8,0,0,1,1,0,0,0,0
MAGEA9B,482,1484,5242,2583,4018,3830,4032,1974
MAGEB1,0,0,5,0,0,1,2,1
MAGEB10,0,0,4,25,2,7,6,2
MAGEB16,0,0,1,12,0,1,4,0
MAGEB17,0,0,0,0,0,0,0,0
MAGEB18,0,0,2,17,6,0,4,0
MAGEB2,278,3024,8261,3338,5036,9149,5921,4947
MAGEB5,0,2,2,2,1,3,6,1
MAGEB6,26,104,807,420,349,433,460,216
MAGEC1,0,0,2,0,0,0,1,0
MAGEC2,0,0,2,14,3,0,4,0
MAGEC3,0,0,1,0,0,0,1,0
MAGED1,0,0,0,5,0,2,0,0
MAGED2,0,0,0,6,0,0,0,0
MAGED4,0,1,47,39,172,2,23,1
MAGED4B,0,0,0,0,0,0,0,0
MAGEE1,0,0,0,0,0,0,0,0
MAGEE2,91,674,3459,1675,2158,2809,3321,1258
MAGEF1,3,8,25,22,20,40,19,16
MAGEH1,0,0,0,28,19,14,2,5
MAGEL2,0,0,0,7,0,0,0,2
MAGI1,0,0,1,4,3,4,0,2
MAGI2,0,0,0,16,0,1,0,0
MAGI2-AS3,0,0,0,0,0,0,0,0
MAGI3,0,0,0,1,0,3,0,0
MAGIX,0,0,0,8,1,0,1,0
MAGOH,0,1,2,10,3,1,1,2
MAGOH2,0,0,65,23,25,5,58,3
MAGOHB,8,40,1395,537,790,284,1178,82
MAGT1,0,0,4,4,1,2,4,1
MAK,2,2,22,32,16,4,23,4
MAK16,0,0,0,0,0,0,0,0
MAL,0,0,0,0,1,1,0,1
MAL2,0,0,0,0,0,0,0,0
MALAT1,0,0,0,0,0,0,0,0
MALL,0,0,0,12,0,3,0,0
MALSU1,0,0,0,0,0,0,0,0
MALT1,0,0,0,0,0,0,0,0
MAMDC2,102,219,1024,795,593,702,488,407
MAMDC4,0,0,0,0,0,0,0,0
MAML1,0,26,124,47,66,46,64,18
MAML2,227,117,2167,2391,1543,1224,1411,486
MAML3,0,0,0,7,0,1,1,0
MAMLD1,0,0,0,1,0,0,0,0
MAMSTR,0,0,0,0,0,0,0,0
MAN1A1,0,0,0,0,0,0,0,0
MAN1A2,0,0,0,2,0,0,0,0
MAN1B1,0,0,0,0,0,1,0,0
MAN1C1,0,0,0,0,0,0,0,0
MAN2A1,17,81,402,198,275,338,350,113
MAN2A2,0,2,74,53,36,22,80,9
MAN2B1,0,0,0,0,0,0,0,0
MAN2B2,0,0,0,0,0,0,0,0
MAN2C1,0,0,0,2,0,0,0,0
MANBA,0,0,0,0,0,0,1,0
MANBAL,0,0,0,0,0,1,0,0
MANEA,0,0,0,0,0,0,0,0
MANEAL,0,0,0,7,2,1,1,0
MANF,523,1694,10273,5090,5479,7140,9708,3187
MANSC1,0,0,0,3,0,0,0,0
MANSC4,0,0,0,1,0,0,0,0
MAOA,0,0,0,6,0,1,2,0
MAOB,0,0,0,2,2,0,0,0
MAP10,0,0,0,0,0,0,0,0
MAP1A,184,1472,4310,1593,2580,3099,4145,1465
MAP1B,0,0,14,18,15,9,9,2
MAP1LC3A,1,1,48,17,13,34,46,5
MAP1LC3B,0,0,0,0,0,0,0,0
MAP1LC3B2,0,0,10,7,7,4,17,1
